PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
5940,144212952,5355858,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.941,-118.086,inconclusive agonist,54.941,101.364,inconclusive antagonist,54.941,-125.336,inactive,,0,MP Biomedicals
5941,144212953,61663,CC1=CC=C(S1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5942,144212954,15512,C1CC(CC=C1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5943,144212955,637758,CCOC(=O)/C=C/C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5944,144212956,74879,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5945,144212957,20653,CCCCC(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5946,144212958,223368,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,27.5391,-104.245,inconclusive agonist,43.6465,75.4787,active antagonist,37.4354,-132.7,inconclusive antagonist,19.4962,-48.1886,SIGMA
5947,144212959,12580,CCCC1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5948,144212960,62092,CC1=CC=C(C=C1)OC(=O)CC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,TCI
5949,144212961,91333,C(CO)N(CCO)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5950,144212962,342,CC1=CC(=CC=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5951,144212963,62558,C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)OCC4CO4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,48.9662,-118.619,inconclusive agonist,54.941,124.395,inconclusive antagonist,54.941,-132.311,inconclusive antagonist,48.9662,-119.698,SIGMA
5952,144212964,31255,C[N+](C)(C)CCO.[OH-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,27.5391,61.2387,LightBiologicals
5953,144212965,250096,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
5954,144212966,61290,CC(CCC=C(C)C)CC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,MP Biomedicals
5955,144212967,169794,CC(C)CCCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCCC(C)C)C(=O)OCCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5956,144212968,75588,C=CC(=O)OCCCCO,Inconclusive,5,,,inconclusive,inconclusive antagonist,51.874,-28.8904,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5957,144212969,2723891,C(CC(=O)O)[C@@H](C(=O)O)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5958,144212970,76497,CC1=CC=C(C=C1)N(CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5959,144212971,,,Inconclusive,5,,,inconclusive,inconclusive antagonist,30.1065,-27.3512,inactive,,0,inactive,,0,inactive,,0,SIGMA
5960,144212972,114994,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,EQ Laboratories
5961,144212973,8175,CCCCCCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5962,144212974,62661,CC(C)CC(CC1=CC=CC=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,SIGMA
5963,144212975,62098,CC(=O)CCC1=CC2=C(C=C1)OCO2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
5964,144212976,60196372,CC1C=C[C-]=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5965,144212977,4678,CC(C)(CO)C(C(=O)NCCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5966,144212978,62467,CCO[Si](C)(CCCOCC1CO1)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5967,144212979,12338093,C1(=O)C(=O)NC(=O)NC1=O.O.O.O.O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5968,144212980,5367706,CC/C=C\CCOC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5969,144212981,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5970,144212982,38854,CC1=NN=C(C(=O)N1N)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5971,144212983,519382,CC1=C(C(CCC1)(C)C)CCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5972,144212984,117822,CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5973,144212985,31353,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5974,144212986,69885,CC(=O)C1=CC2=C(CCCC2)C=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
5975,144212987,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5976,144212988,39801,CC(=O)OCCCCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
5977,144212989,5320530,C1=CC=C(C=C1)CCCOC(=O)/C=C/C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,MP Biomedicals
5978,144212990,87146,CC1=C(C=C(C=C1)NC(=O)N(C)C)NC(=O)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5979,144212991,10857465,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCO3)C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5980,144212992,15510,C1CCC(C1)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5981,144212993,7742,CCCC1CCC(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5982,144212994,92292,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Waterstone
5983,144212995,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5984,144212996,8834,CCC(=O)OCCC(C)CCC=C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5985,144212997,81784,CCOC(=O)C1=CC=CC=C1OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
5986,144212998,7144,CC1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5987,144212999,8499,COC1=CC=C(C=C1)C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,,SIGMA
5988,144213000,120101,CC1=CC2=C(C=C1)OCC(=O)CO2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Magical Scientific
5989,144213001,12150,CCOC1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5990,144213002,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5991,144213003,5357002,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5992,144213004,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5993,144213005,638500,CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5994,144213006,9571016,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,49.8595,-122.6,inactive,,0,active antagonist,49.8595,-183.027,inconclusive antagonist,35.2978,-106.171,SIGMA
5995,144213007,164512,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C(=O)C3=C(C=C(C=C3C)C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5996,144213008,61945,C1=CN=C(C=N1)CCS,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5997,144213009,5366352,CC/C=C\CCOC(C)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
5998,144213010,54692981,CCC(C)[O-].CCC(C)[O-].CCOC(=O)/C=C(/C)\[O-].[Al+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
5999,144213011,10402,CC(CCC=C(C)C)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6000,144213012,134976,CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Frinton Laboratories
6001,144213013,62441,CCCCCCCCCCCC(=O)O.C(CO)N(CCO)CCO,Inconclusive,5,,,inconclusive,inconclusive antagonist,79.2511,-50.9105,inconclusive agonist,,17.6828,inactive,,0,inconclusive antagonist,62.9514,-44.0342,ChemService
6002,144213014,97004,COP(=O)(O)OP(=O)(O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6003,144213015,10886,CCCCCC(=O)OCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6004,144213016,12777,CCCC1CCCC(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
6005,144213017,3078952,COC1=C(C=C(C=C1)N)N.O.OS(=O)(=O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,24.9501,-123.993,inconclusive agonist,26.4285,116.947,inconclusive antagonist,23.5544,-153.322,inconclusive antagonist,31.4103,-97.0509,Enamine
6006,144213018,21574,CC(CC=O)CC(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6007,144213019,5355851,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6008,144213020,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,7.56242,-31.0249,inactive,,0,SIGMA
6009,144213021,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6010,144213022,21265,CC(=CCOC(=O)C1=CC=CC=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
6011,144213023,62336,CC(C1=CC=CC=C1)C(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
6012,144213024,5365910,CC(=CCC/C(=C/C(=O)OC)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
6013,144213025,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
6014,144213026,34286,CC1=C(C=CO1)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6015,144213027,61346,CCCCCC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
6016,144213028,67285,CC(C)C1=CC2=C(C=C1)N=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6017,144213029,62902,CCCC(C)C(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6018,144213030,657220,CC/C(=C(/CC)\C1=CC=C(C=C1)OC(=O)CC)/C2=CC=C(C=C2)OC(=O)CC,Active,46,,,active antagonist,active antagonist,38.9,-113.686,active agonist,41.205,84.0786,active antagonist,51.874,-120.007,inactive,,0,SIGMA
6019,144213031,75360,C1=CC(=CC(=C1)C(F)(F)F)CC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6020,144213032,17181,C[Si](C)(CCCN)O[Si](C)(C)CCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6021,144213033,12769,CC1=CC(=C(C(=C1)O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
6022,144213034,5365891,CCCCC(=O)/C=C/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
6023,144213035,31954,CCC(=O)OCCOC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
6024,144213036,79242,C1=CC=C(C=C1)COC(=O)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6025,144213037,3437285,C=COCC1CCC(CC1)COC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6026,144213038,6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6027,144213039,17739,CCCC1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6028,144213040,18340,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6029,144213041,14489,CC(=CCOC(=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
6030,144213042,71412,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,LightBiologicals
6031,144213043,7695,CC(=O)OCC1=CC=C(C=C1)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6032,144213044,163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,41.9981,-114.625,inactive,,0,active antagonist,48.9662,-197.619,active antagonist,43.6412,-112.042,SIGMA
6033,144213045,7016,C1CCC(CC1)C2CCCCC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
6034,144213046,11579,CC(=O)CCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6035,144213047,10005,C(#N)N=C(N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6036,144213048,802,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6037,144213049,2723854,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)[O-])O.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6038,144213050,23392,C1=CC=NC(=C1)CCl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6039,144213051,7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
6040,144213052,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6041,144213053,6901,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6042,144213054,638034,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C,Inconclusive,5,,,inconclusive,active antagonist,51.874,-83.4031,inconclusive agonist,54.9477,52.4067,inconclusive,,,inconclusive antagonist,,,SIGMA
6043,144213055,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.9722,-72.643,inactive,,0,inconclusive antagonist,21.8751,-87.4808,inactive,,0,SIGMA
6044,144213056,5284419,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6045,144213057,10541,COP(=O)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6046,144213058,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,6.16524,-78.9722,inconclusive antagonist,,-18.8722,active antagonist,10.3502,-109.463,inconclusive antagonist,9.77124,-100.213,LightBiologicals
6047,144213059,6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6048,144213060,16724,CC1=CC[C@@H](CC1=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,0.870863,35.3016,SIGMA
6049,144213061,57363,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,Active,42,,,active antagonist,active antagonist,38.9,-55.1176,inactive,,0,inconclusive antagonist,,-64.6387,inactive,,0,SIGMA
6050,144213062,660,C1CC(=O)OC2=CC=CC=C21,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6051,144213063,638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,Inconclusive,5,,,inconclusive,inconclusive antagonist,54.9477,-100.105,inactive,,0,inactive,,0,inconclusive antagonist,13.0302,-32.2495,SIGMA
6052,144213064,11957,CN(C1=CC=CC=C1)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
6053,144213065,24730,CC(CN(CC(C)O)CC(C)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6054,144213066,12967,CCN(C(=O)N)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6055,144213067,7967,C1CCC(=O)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6056,144213068,12161,CC1=CC=C(C=C1)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6057,144213069,6536972,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,41.1999,-109.86,inconclusive agonist,,31.3522,inconclusive antagonist,38.8952,-121.898,active antagonist,46.2271,-124.81,LightBiologicals
6058,144213070,16560,CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Crescent
6059,144213071,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6060,144213072,7255,CC1=C(C=C(C=C1)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6061,144213073,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,0.194938,27.0763,Enamine
6062,144213074,7206,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6063,144213075,6947,C1=CC=C(C(=C1)[N+](=O)[O-])O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,0.0411999,34.7569,Enamine
6064,144213076,6849,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,3.46697,22.399,SIGMA
6065,144213077,21097,C1CCC(CC1)[NH3+].[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,TCI
6066,144213078,5881,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Active,43,,,active antagonist,active antagonist,46.2327,-91.1077,inconclusive agonist,43.6465,62.4901,inconclusive antagonist,43.6465,-110.67,inconclusive antagonist,,,SIGMA
6067,144213079,10850,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6068,144213080,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6069,144213081,122903,CC1=CC(=O)C(C(=O)O1)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,18,SIGMA
6070,144213082,446155,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,9.77124,-36.589,Enamine
6071,144213083,8305,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.9662,-64.7915,inactive,,0,inconclusive antagonist,24.5412,-35.3248,inactive,,0,SIGMA
6072,144213084,2723790,C(=S)(N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6073,144213085,7005,C1=CC=C2C(=C1)C=CC=C2O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
6074,144213086,2761171,CCC1=NC=CC(=C1)C(=S)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6075,144213087,11831,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6076,144213088,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6077,144213089,12484,CC1=CC=CC=C1N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
6078,144213090,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6079,144213091,6374,C(I)(I)I,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6080,144213092,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6081,144213093,936,C1=CC(=CN=C1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
6082,144213094,7583,C1=CC=C(C=C1)OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
6083,144213095,5362,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6084,144213096,8130,CCCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
6085,144213097,6478,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
